gene_id	control_rep1	control_rep2	control_rep3	treat1_rep1	treat1_rep2	treat1_rep3	treat2_rep1	treat2_rep2	treat2_rep3
ENSG00000113812:ACTR8	22	31	43	73	53	52	15	12	14
ENSG00000175155:YPEL2	5985	5920	5415	9435	6317	6531	3051	3019	3274
ENSG00000127419:TMEM175	0	0	0	0	0	0	0	0	0
ENSG00000135245:HILPDA	3	1	1	1	1	1	8	9	12
ENSG00000149357:LAMTOR1	1869	2050	1914	2981	2054	2189	3180	3736	4028
ENSG00000137393:RNF144B	44	42	45	111	33	36	8	16	23
ENSG00000119682:AREL1	318	385	283	743	500	420	196	221	230
ENSG00000241685:ARPC1A	222	323	268	292	195	208	125	155	151
ENSG00000164136:IL15	2899	3170	2789	4683	3430	3336	2535	3033	3299
ENSG00000142686:C1orf216	854	995	846	1182	938	1000	535	650	661
ENSG00000151577:DRD3	1955	2074	1959	3289	2286	2558	1929	2034	2313
ENSG00000120437:ACAT2	1963	2047	1792	2681	2031	2134	2010	2029	2408
ENSG00000104969:SGTA	1503	1624	1665	2256	1620	1713	1156	1247	1344
ENSG00000164841:TMEM74	714	831	714	1207	903	951	499	563	640
ENSG00000183313:OR52L1	1674	1818	1690	2560	1667	1920	1527	1767	2084
ENSG00000053254:FOXN3	957	851	922	1303	901	926	206	287	294
ENSG00000130038:CRACR2A	5745	6353	5624	9671	6823	7128	4903	5422	5997
ENSG00000139324:TMTC3	22	28	25	32	27	31	45	49	38
ENSG00000008394:MGST1	2	1	3	1	0	0	0	0	0
ENSG00000188766:SPRED3	375	455	389	622	441	480	593	668	641
ENSG00000121318:TAS2R10	2	2	2	1	5	3	5	2	5
ENSG00000137460:FHDC1	6	12	7	16	8	13	8	10	11
ENSG00000197323:TRIM33	133	175	145	235	159	206	78	79	81
ENSG00000288626:AC242628.1	3450	3983	3384	5700	4434	4117	4282	4284	4308
ENSG00000254834:OR5M10	1	4	4	0	2	2	3	3	1
ENSG00000070882:OSBPL3	6	3	0	5	10	1	17	19	19
ENSG00000172572:PDE3A	36	13	37	26	25	24	50	54	52
ENSG00000177535:OR2B11	0	0	0	0	0	0	0	0	4
ENSG00000114127:XRN1	0	0	0	0	0	0	0	0	0
ENSG00000124875:CXCL6	2	7	4	1	1	2	0	2	2
ENSG00000258588:TRIM6-TRIM34	2	6	3	4	7	6	31	41	37
ENSG00000185808:PIGP	9	18	20	14	26	17	43	56	42
ENSG00000164535:DAGLB	1464	1616	1516	2124	1556	1741	1829	1794	1985
ENSG00000104859:CLASRP	2346	2385	2334	3172	2401	2236	2276	2227	2170
ENSG00000162004:CCDC78	603	616	594	577	390	413	1235	1385	1446
ENSG00000177692:DNAJC28	205	229	247	398	222	259	126	152	132
ENSG00000141946:ZIM3	1	3	10	4	3	4	1	0	1
ENSG00000139351:SYCP3	1	0	0	1	0	0	0	0	0
ENSG00000166479:TMX3	563	569	569	907	711	778	367	388	428
ENSG00000266472:MRPS21	0	0	2	0	0	0	1	1	1
ENSG00000135093:USP30	5048	5050	5057	9394	6919	6482	7841	6747	6050
ENSG00000107745:MICU1	2474	2676	2462	3640	2699	2756	2815	2754	2875
ENSG00000158874:APOA2	383	313	341	420	261	302	526	527	483
ENSG00000137309:HMGA1	1015	1094	948	1369	1020	1093	444	413	500
ENSG00000154040:CABYR	3	0	0	3	0	1	1	0	2
ENSG00000004766:VPS50	21	44	38	41	45	39	112	112	121
ENSG00000145375:SPATA5	4113	4629	4010	8638	6682	6083	8925	8175	8362
ENSG00000119147:ECRG4	2117	2334	2140	3030	2210	2291	1056	1014	1053
ENSG00000156381:ANKRD9	6561	6591	6441	9276	6453	6264	5808	5779	5306
ENSG00000151849:CENPJ	53	95	52	147	125	130	6	8	10
ENSG00000170624:SGCD	20	34	32	56	63	37	8	11	15
ENSG00000136634:IL10	4	5	5	4	6	5	1	0	1
ENSG00000166171:DPCD	2644	3104	2599	4241	3080	3276	3261	3621	3804
ENSG00000089169:RPH3A	3533	4044	3584	5562	4087	4132	3598	3385	3571
ENSG00000106299:WASL	2369	2660	2310	4048	3129	2945	5022	4541	4768
ENSG00000244476:ERVFRD-1	4384	4851	4559	5782	4053	4213	4765	4930	5221
ENSG00000167994:RAB3IL1	75	81	95	163	105	133	125	135	136
ENSG00000182957:SPATA13	4500	4852	4794	5675	4032	4282	4748	4751	4836
ENSG00000120889:TNFRSF10B	1495	1520	1439	2150	1583	1659	1280	1255	1323
ENSG00000126246:IGFLR1	130	202	202	213	190	169	593	618	612
ENSG00000186174:BCL9L	11	27	20	29	36	34	46	57	40
ENSG00000173114:LRRN3	177	205	190	293	239	216	134	145	154
ENSG00000234616:JRK	48	45	54	82	63	59	208	261	256
ENSG00000187186:AL162231.1	5470	5072	5368	7087	4789	4951	4668	4413	4056
ENSG00000286112:AL441992.2	2	9	1	3	5	7	0	1	1
ENSG00000196604:POTEF	908	1011	909	1272	975	968	930	920	1006
ENSG00000167981:ZNF597	179	175	165	269	170	179	76	62	82
ENSG00000135100:HNF1A	5666	6183	5801	7984	5731	5738	6924	7058	7371
ENSG00000114455:HHLA2	20	22	21	37	36	35	23	33	24
ENSG00000179915:NRXN1	1228	1381	1185	1881	1411	1311	1327	1505	1597
ENSG00000182575:NXPH3	1116	1158	1051	1602	1180	1253	1375	1373	1494
ENSG00000134086:VHL	1403	1490	1447	1830	1439	1400	1331	1449	1551
ENSG00000146360:GPR6	2916	2986	2919	4342	3174	3068	2614	2177	2431
ENSG00000163635:ATXN7	3669	3585	3478	4250	3186	3153	5890	5491	5422
ENSG00000106397:PLOD3	42	51	32	73	36	48	18	26	32
ENSG00000138036:DYNC2LI1	0	0	0	0	0	0	0	0	0
ENSG00000251569:AC093899.2	46	38	40	40	34	66	9	9	3
ENSG00000165953:SERPINA12	0	0	0	0	0	0	0	0	0
ENSG00000172350:ABCG4	1887	2169	1912	2949	2186	2077	2620	2707	2775
ENSG00000163472:TMEM79	422	497	448	598	538	519	577	600	616
ENSG00000176209:SMIM19	823	964	877	1122	945	824	1544	1611	1492
ENSG00000167646:DNAAF3	317	303	274	562	393	375	313	298	319
ENSG00000188396:TCTEX1D4	1616	1579	1596	2301	1693	1598	1438	1333	1208
ENSG00000239590:OR1J4	128	159	122	325	200	191	90	85	92
ENSG00000180801:ARSJ	0	2	0	0	0	0	4	5	6
ENSG00000269526:ERVV-1	1040	1232	1171	1681	1341	1322	1569	1628	1677
ENSG00000144868:TMEM108	17	31	29	21	12	19	41	48	44
ENSG00000116205:TCEANC2	0	1	0	1	0	0	10	8	6
ENSG00000113946:CLDN16	338	396	304	516	416	426	339	264	381
ENSG00000188419:CHM	552	639	585	924	721	707	614	589	635
ENSG00000236424:TSPY10	594	617	649	850	669	612	1012	957	1026
ENSG00000164867:NOS3	116	132	129	171	109	132	51	65	54
ENSG00000213533:STIMATE	938	882	837	1319	1002	912	798	792	775
ENSG00000167968:DNASE1L2	185	249	211	413	376	412	35	45	31
ENSG00000165644:COMTD1	0	0	0	0	0	0	0	0	4
ENSG00000284874:AC000093.1	1	0	0	0	0	0	0	2	3
ENSG00000129103:SUMF2	5	8	4	4	7	9	3	0	0
ENSG00000152495:CAMK4	2	3	0	4	2	0	1	1	0
ENSG00000196218:RYR1	82	99	96	92	62	82	45	48	57
ENSG00000268799:H3Y2	23994	22942	23532	32589	21581	21140	24046	23417	21400
ENSG00000143340:FAM163A	2	1	1	1	3	1	2	1	4
ENSG00000168280:KIF5C	0	2	0	0	0	1	0	0	0
ENSG00000183580:FBXL7	716	807	712	1017	780	669	677	533	577
ENSG00000161533:ACOX1	3110	3729	3482	5213	3752	3945	4913	5100	5853
ENSG00000106537:TSPAN13	103	130	118	175	102	110	240	224	253
ENSG00000010539:ZNF200	1275	1431	1266	1952	1435	1362	1398	1332	1473
ENSG00000144821:MYH15	9	9	8	25	10	12	3	4	7
ENSG00000122367:LDB3	4958	4831	4917	7181	5308	5201	4945	4407	4159
ENSG00000115604:IL18R1	0	0	1	0	0	0	1	0	5
ENSG00000173809:TDRD12	0	0	0	2	1	1	6	4	3
ENSG00000184156:KCNQ3	68	98	79	100	84	100	115	105	137
ENSG00000179859:RNF227	13823	14643	13198	22099	16179	16498	17243	17164	19533
ENSG00000040487:SLC66A1	1	1	0	0	1	1	1	1	1
ENSG00000198894:CIPC	3	0	1	0	0	0	2	0	0
ENSG00000164283:ESM1	14	17	8	17	8	11	10	4	7
ENSG00000103342:GSPT1	0	0	0	0	0	0	0	0	0
ENSG00000088826:SMOX	892	993	977	1282	941	876	1240	1065	1104
ENSG00000145506:NKD2	950	1038	940	1394	1036	887	805	707	730
ENSG00000161888:SPC24	2218	2530	2304	3520	2634	2658	2346	2323	2423
ENSG00000007264:MATK	1731	1578	1596	2259	1625	1620	1456	1211	1046
ENSG00000063322:MED29	2	3	5	8	1	1	2	6	4
ENSG00000165917:RAPSN	2133	2131	2001	2802	2119	2103	2352	2083	2113
ENSG00000214402:LCNL1	2499	2731	2481	3412	2520	2453	3670	2940	2872
ENSG00000138769:CDKL2	0	0	2	1	0	0	0	2	1
ENSG00000249992:TMEM158	8520	9281	8394	12878	9491	9397	9248	8364	9633
ENSG00000103091:WDR59	1488	1596	1458	2312	1689	1618	1163	1237	1362
ENSG00000110848:CD69	309	235	214	377	300	280	34	39	46
ENSG00000163864:NMNAT3	1111	1214	1125	1558	1052	1082	636	691	692
ENSG00000156574:NODAL	19	12	17	22	19	22	0	1	0
ENSG00000163960:UBXN7	2533	2833	2503	3372	2590	2517	2398	2285	2554
ENSG00000123066:MED13L	315	287	252	293	183	228	203	184	156
ENSG00000214860:EVPLL	181	153	168	236	196	194	45	46	49
ENSG00000008283:CYB561	5	2	2	17	7	8	0	2	0
ENSG00000110723:EXPH5	1	1	2	1	1	1	3	4	1
ENSG00000158497:HMHB1	2086	2013	1972	3038	1994	1985	2825	2672	2533
ENSG00000167825:OR5I1	0	2	0	0	1	0	0	0	0
ENSG00000250366:TUNAR	0	1	1	3	5	5	4	2	0
ENSG00000131015:ULBP2	3387	3412	3388	5330	3952	3797	2557	2167	1883
ENSG00000165240:ATP7A	30	46	28	59	39	36	92	95	132
ENSG00000100749:VRK1	4683	4869	4500	6731	4876	4998	3907	3639	3605
ENSG00000166118:SPATA19	1849	2067	1807	2519	1872	1997	1537	1710	1815
ENSG00000227500:SCAMP4	3509	3403	3487	4760	3491	3377	3936	4008	3729
ENSG00000105379:ETFB	2164	2244	2111	3365	2634	2400	2831	2536	2603
ENSG00000010219:DYRK4	10	12	4	9	11	6	16	6	6
ENSG00000187959:CPSF4L	6	3	4	2	1	1	9	3	5
ENSG00000170322:NFRKB	273	271	237	365	248	239	48	33	34
ENSG00000124116:WFDC3	259	255	288	362	241	278	110	112	150
ENSG00000114021:NIT2	3876	3925	3855	5861	4143	4138	4356	4326	4363
ENSG00000159495:TGM7	2006	2126	1920	2880	2226	2097	2698	2591	2767
ENSG00000147255:IGSF1	3547	3325	3287	4765	3422	3187	3261	2954	2723
ENSG00000173838:MARCHF10	3317	3547	3388	4671	3185	3532	3605	4349	4822
ENSG00000185298:CCDC137	49	49	55	67	38	70	50	42	42
ENSG00000136110:CNMD	3156	3432	3345	5170	3761	4013	2526	2825	2975
ENSG00000186051:TAL2	4178	4414	4172	6106	4387	4335	4890	4524	4176
ENSG00000160654:CD3G	124	120	84	134	114	91	61	67	46
ENSG00000147432:CHRNB3	2926	3077	2914	5197	3627	3854	2788	2564	2733
ENSG00000184330:S100A7A	198	211	208	194	191	152	55	61	88
ENSG00000183479:TREX2	2840	2876	2782	3748	2741	2929	1721	2124	2382
ENSG00000187862:TTC24	114	132	131	152	94	127	90	111	98
ENSG00000182378:PLCXD1	18	26	21	35	18	24	6	17	12
ENSG00000133318:RTN3	15718	16724	15705	20992	15842	16395	11718	11715	12776
ENSG00000169718:DUS1L	0	0	0	0	0	0	0	0	0
ENSG00000174607:UGT8	0	0	0	0	0	0	0	0	0
ENSG00000142661:MYOM3	204	193	191	233	200	213	205	214	186
ENSG00000135940:COX5B	326	355	292	717	387	498	166	209	159
ENSG00000164402:SEPTIN8	42	33	28	85	51	58	22	23	30
ENSG00000196408:NOXO1	398	350	361	567	399	355	310	288	309
ENSG00000124486:USP9X	10978	12385	11194	16119	12200	12131	23113	22490	23220
ENSG00000115275:MOGS	1	0	0	0	0	1	0	0	0
ENSG00000172377:OR9I1	25988	26574	26305	33030	23566	23472	23267	24768	24251
ENSG00000155729:KCTD18	515	553	478	635	446	459	287	343	305
ENSG00000075539:FRYL	1089	1221	1109	1198	760	727	672	641	651
ENSG00000164691:TAGAP	6154	6679	6591	8480	6058	6139	6622	6901	6999
ENSG00000198382:UVRAG	7	16	11	13	10	8	38	61	64
ENSG00000135175:OCM2	5487	5983	5682	8594	6251	6458	7968	7534	7555
ENSG00000167700:MFSD3	641	589	610	962	732	737	1012	973	948
ENSG00000164076:CAMKV	0	0	0	0	0	0	0	0	0
ENSG00000153822:KCNJ16	615	689	629	913	688	740	373	384	415
ENSG00000134758:RNF138	3053	3478	3234	4817	3488	3493	2532	2226	2575
ENSG00000107742:SPOCK2	1832	1808	1938	2607	1861	1889	1989	2043	2016
ENSG00000137726:FXYD6	1757	1624	1770	2480	1903	1788	3175	2701	2479
ENSG00000147155:EBP	888	1037	880	1056	763	744	843	889	843
ENSG00000183722:LHFPL6	2615	2882	2571	4287	3238	2978	3415	3002	3147
ENSG00000156096:UGT2B4	1683	1803	1687	2723	2135	1931	1748	1812	1794
ENSG00000051382:PIK3CB	492	490	486	623	501	479	226	208	209
ENSG00000112701:SENP6	8757	9207	8518	12875	9455	9391	6109	5702	5575
ENSG00000118997:DNAH7	1189	1105	1249	1676	1232	1203	1199	1184	1053
ENSG00000167791:CABP2	3	5	2	1	10	7	2	2	2
ENSG00000101868:POLA1	12128	12620	11247	19622	13210	12958	12348	11585	11448
ENSG00000284505:LYNX1-SLURP2	1697	1826	1812	2760	2062	2122	2053	1997	2057
ENSG00000186231:KLHL32	0	0	0	0	0	0	0	0	0
ENSG00000173821:RNF213	21	23	33	25	9	28	49	31	44
ENSG00000250424:AC004691.2	528	568	515	712	541	438	228	193	236
ENSG00000185201:IFITM2	6	2	2	3	1	2	1	0	1
ENSG00000078114:NEBL	0	0	0	0	0	0	4	0	6
ENSG00000146592:CREB5	0	0	0	0	0	1	0	0	0
ENSG00000120215:MLANA	2	0	0	0	3	1	14	8	10
ENSG00000135253:KCP	0	0	0	0	0	0	0	0	0
ENSG00000149926:TLCD3B	31	28	19	45	32	39	22	25	20
ENSG00000172086:KRCC1	1181	1370	1179	1796	1317	1354	1402	1292	1366
ENSG00000256566:AL049650.1	2518	2672	2317	4466	3181	3032	2828	2290	2544
ENSG00000102349:KLF8	3980	4042	3663	5424	4061	3946	3858	3217	3429
ENSG00000187607:ZNF286A	474	550	463	681	479	464	899	962	883
ENSG00000067064:IDI1	3272	3362	3230	4296	3083	2913	4065	3499	3315
ENSG00000243716:NPIPB5	0	0	0	0	0	0	0	1	1
ENSG00000103811:CTSH	511	463	557	625	483	486	337	301	236
ENSG00000233050:DEFB130B	55	75	59	78	58	71	1169	1156	1343
ENSG00000225526:MKRN2OS	205	298	285	423	335	318	126	128	128
ENSG00000250745:USP17L20	3	6	9	12	14	6	16	26	18
ENSG00000179832:MROH1	5	3	2	5	3	3	8	4	8
ENSG00000204478:PRAMEF20	0	0	0	0	0	0	0	0	0
ENSG00000105612:DNASE2	0	0	1	0	0	1	3	5	1
ENSG00000196586:MYO6	0	0	0	0	0	0	0	0	1
ENSG00000100075:SLC25A1	5564	5650	5362	7178	5103	4983	4844	4131	3939
ENSG00000158714:SLAMF8	1012	888	892	1369	963	975	1011	844	774
ENSG00000197223:C1D	4	2	11	11	6	7	0	5	1
ENSG00000258453:OR11H2	366	368	377	494	387	368	338	311	282
ENSG00000134917:ADAMTS8	42	32	38	62	34	43	100	104	112
ENSG00000141696:P3H4	6	9	12	21	14	9	9	17	11
ENSG00000157734:SNX22	1205	1189	1207	1769	1522	1310	1641	1469	1424
ENSG00000133169:BEX1	0	0	0	0	0	0	0	0	0
ENSG00000184845:DRD1	0	0	0	0	0	1	1	0	2
ENSG00000159625:DRC7	79	79	68	116	79	70	107	83	78
ENSG00000157322:CLEC18A	3606	3521	3470	5104	3831	3643	4300	4075	3806
ENSG00000186496:ZNF396	3983	3872	3821	5258	3704	3631	2508	2234	2127
ENSG00000170365:SMAD1	1351	1437	1345	1966	1347	1548	891	847	915
ENSG00000283765:AC131160.1	3352	3527	3497	4594	3520	3051	5154	4570	4113
ENSG00000198854:C1orf68	5	0	0	0	2	0	0	1	0
ENSG00000122432:SPATA1	2683	3038	2981	4215	2883	3226	3199	3814	4102
ENSG00000183337:BCOR	980	930	1044	1461	900	1028	654	791	765
ENSG00000169193:CCDC126	49	38	40	47	62	44	1	4	1
ENSG00000113205:PCDHB3	5	9	5	6	6	5	0	0	1
ENSG00000124214:STAU1	3715	4016	3759	5521	3964	4193	2472	3050	3328
ENSG00000184226:PCDH9	32	23	27	61	31	35	12	14	10
ENSG00000064601:CTSA	10	5	6	12	8	6	0	1	1
ENSG00000181220:ZNF746	54	52	76	73	33	48	15	23	29
ENSG00000144230:GPR17	399	419	441	502	317	315	155	162	200
ENSG00000014164:ZC3H3	355	403	307	482	339	376	512	555	793
ENSG00000204305:AGER	4549	4987	4756	6936	4905	5417	4623	6047	6707
ENSG00000101216:GMEB2	30	45	44	55	32	26	42	49	48
ENSG00000134684:YARS1	5780	5305	5299	7188	4791	5044	5110	5346	5589
ENSG00000165629:ATP5F1C	11094	11386	10965	16668	11317	11904	8946	8938	9165
ENSG00000141934:PLPP2	189	211	210	250	178	174	97	141	141
ENSG00000170006:TMEM154	103	102	88	121	100	115	45	34	57
ENSG00000185869:ZNF829	3841	4138	3638	5563	3837	4089	4847	4714	5206
ENSG00000284308:C2orf81	3678	4094	4021	5199	3845	3997	3019	3302	3629
ENSG00000131067:GGT7	866	931	953	1718	1083	1215	209	227	277
ENSG00000112242:E2F3	27	32	38	66	52	72	13	5	11
ENSG00000100218:RSPH14	2571	2743	2571	4168	2999	3110	1743	1988	2411
ENSG00000160194:NDUFV3	5	6	5	13	3	4	2	5	3
ENSG00000059758:CDK17	38	38	41	60	46	47	31	50	58
ENSG00000237521:OR7E24	2218	2393	2272	3189	2332	2329	1029	985	973
ENSG00000127184:COX7C	1035	986	1056	1496	1028	1082	1056	1130	936
ENSG00000139998:RAB15	1264	1314	1295	1651	1059	1158	768	718	712
ENSG00000169752:NRG4	6638	6963	6979	11295	8268	8153	5513	5588	5872
ENSG00000163331:DAPL1	400	393	424	605	473	451	537	501	565
ENSG00000104312:RIPK2	4397	4772	4471	6698	4831	4892	2981	2975	3049
ENSG00000127074:RGS13	5574	5930	5579	9300	6488	6912	4855	5279	5806
ENSG00000159409:CELF3	349	454	408	620	481	431	604	599	705
ENSG00000274180:NATD1	5375	5634	5521	7905	6039	6069	5705	5793	6635
ENSG00000119318:RAD23B	545	526	513	587	358	480	126	132	129
ENSG00000198768:APCDD1L	4	0	3	6	2	4	0	0	0
ENSG00000134504:KCTD1	450	500	437	684	473	511	492	569	682
ENSG00000132128:LRRC41	8	6	2	9	5	11	0	0	4
ENSG00000156150:ALX3	73	94	86	127	116	91	11	9	20
ENSG00000116721:PRAMEF1	0	0	2	0	1	1	1	0	0
ENSG00000164326:CARTPT	2974	3106	2769	5138	3852	3684	1987	2207	2465
ENSG00000108242:CYP2C18	4	3	5	9	4	1	2	5	3
ENSG00000136933:RABEPK	138	153	160	248	241	282	117	96	122
ENSG00000138663:COPS4	87	84	98	214	139	146	11	10	9
ENSG00000107738:VSIR	7748	7577	8048	7968	5862	5776	7204	7544	6804
ENSG00000185559:DLK1	1	1	1	2	1	0	0	1	0
ENSG00000185028:LRRC14B	21	5	14	15	4	15	19	15	19
ENSG00000278023:RDM1	63	29	44	31	13	27	35	50	38
ENSG00000087338:GMCL1	0	0	0	0	0	0	0	0	0
ENSG00000243543:WFDC6	4016	4986	3907	7131	5572	5283	4952	4494	5412
ENSG00000174500:GCSAM	5042	5207	4969	7240	4815	5351	3425	3938	4065
ENSG00000006062:MAP3K14	1459	1623	1498	1737	1143	1344	1166	1400	1404
ENSG00000092529:CAPN3	0	1	0	1	2	0	0	0	0
ENSG00000042088:TDP1	21	22	31	26	18	7	56	61	47
ENSG00000118434:SPACA1	12	21	18	23	18	25	11	7	11
ENSG00000176009:ASCL3	889	914	862	1179	737	844	898	998	1029
ENSG00000072274:TFRC	5660	5777	5680	8646	6051	6221	4566	4464	4303
ENSG00000107362:ABHD17B	1363	1417	1315	2131	1473	1460	1009	1093	1175
ENSG00000115556:PLCD4	4924	4665	4647	6803	4474	4833	2523	2715	2628
ENSG00000145332:KLHL8	272	355	289	283	182	224	1082	1350	1457
ENSG00000066651:TRMT11	410	411	389	511	333	380	508	651	651
ENSG00000198691:ABCA4	82	98	93	120	86	111	82	103	119
ENSG00000043462:LCP2	208	164	176	321	235	259	165	158	170
ENSG00000214107:MAGEB1	2362	2429	2166	3408	2503	2475	2672	2682	2604
ENSG00000065809:FAM107B	1472	1645	1529	2163	1627	1588	1783	1732	1741
ENSG00000137504:CREBZF	706	769	711	1062	791	851	501	568	654
ENSG00000136944:LMX1B	2387	2395	2216	3498	2657	2530	1287	1483	1714
ENSG00000011198:ABHD5	178	214	184	210	164	156	73	116	113
ENSG00000110243:APOA5	181	221	210	188	144	138	30	32	40
ENSG00000172728:FUT10	2382	2383	2540	3619	2190	2506	780	877	893
ENSG00000176678:FOXL1	3390	3550	3625	4424	2894	3396	664	848	967
ENSG00000130640:TUBGCP2	63	64	53	80	52	68	43	46	46
ENSG00000163938:GNL3	3732	3509	3615	5690	3632	3850	2194	2069	1897
ENSG00000188833:ENTPD8	1162	1151	1174	1666	1040	1185	975	1123	1138
ENSG00000165516:KLHDC2	50851	53795	47114	74175	51820	49680	42668	38071	37136
ENSG00000109929:SC5D	1871	2037	1882	2804	2095	2016	877	863	1035
ENSG00000112619:PRPH2	2826	2886	2866	3839	2512	2667	1862	2065	2191
ENSG00000108556:CHRNE	0	0	0	0	0	1	2	0	0
ENSG00000170191:NANP	23	27	27	20	23	19	10	12	12
ENSG00000127804:METTL16	86	129	102	103	78	91	243	313	329
ENSG00000130635:COL5A1	0	2	0	1	0	1	0	0	0
ENSG00000137171:KLC4	0	1	0	3	1	1	1	0	0
ENSG00000116096:SPR	4	3	9	9	5	7	0	3	0
ENSG00000263528:IKBKE	2927	3463	3132	4038	2962	2812	1537	1377	1505
ENSG00000144331:ZNF385B	4733	4801	5021	5696	4023	3956	3340	3533	3513
ENSG00000121892:PDS5A	357	387	292	378	299	294	679	832	894
ENSG00000216921:FAM240C	164	164	149	159	147	142	144	186	219
ENSG00000067646:ZFY	2248	2616	2371	3749	2619	2807	1818	1889	1968
ENSG00000108947:EFNB3	1162	1222	1139	1673	1069	1126	1351	1391	1436
ENSG00000164604:GPR85	6798	7040	6469	9025	6473	6663	6874	8010	8834
ENSG00000115977:AAK1	2	1	2	0	6	2	1	0	5
ENSG00000046647:GEMIN8	0	0	1	1	0	1	1	0	0
ENSG00000138621:PPCDC	2	0	1	0	2	1	0	0	0
ENSG00000204936:CD177	1	6	0	0	0	1	1	1	3
ENSG00000212900:KRTAP3-2	2	3	4	7	8	6	5	5	4
ENSG00000154258:ABCA9	0	0	0	4	1	1	1	0	1
ENSG00000285607:FAM90A9P	0	1	0	0	0	0	0	0	0
ENSG00000183733:FIGLA	30	47	27	50	11	44	2	10	3
ENSG00000058668:ATP2B4	2764	2672	2791	3616	2418	2410	1465	1364	1304
ENSG00000166589:CDH16	2194	2108	2144	3159	2550	2240	1580	1349	1369
ENSG00000149716:LTO1	0	2	2	0	3	1	12	22	10
ENSG00000100290:BIK	0	0	1	0	0	0	0	0	0
ENSG00000100347:SAMM50	1940	1933	1883	2198	1718	1717	1769	1702	1817
ENSG00000112562:SMOC2	266	231	263	297	204	211	140	146	100
ENSG00000172824:CES4A	167	173	182	333	238	205	183	134	152
ENSG00000156968:MPV17L	2	3	4	8	11	8	1	0	2
ENSG00000113805:CNTN3	10268	10901	11026	15528	10770	11320	9785	9429	9359
ENSG00000110619:CARS1	50	55	37	57	49	31	29	38	55
ENSG00000119862:LGALSL	1001	1021	1038	1279	1106	1020	1307	1505	1500
ENSG00000176788:BASP1	102	88	97	106	92	82	19	18	20
ENSG00000053747:LAMA3	167	179	159	161	175	162	246	286	370
ENSG00000186318:BACE1	56	66	71	76	62	44	48	41	49
ENSG00000198965:OR10R2	0	0	0	0	0	0	0	0	1
ENSG00000087495:PHACTR3	0	5	5	7	5	7	10	11	5
ENSG00000136643:RPS6KC1	529	607	554	795	582	547	385	441	477
ENSG00000147437:GNRH1	190	223	242	272	201	199	97	65	64
ENSG00000101446:SPINT3	1254	1355	1296	1891	1447	1419	2091	2100	2026
ENSG00000146833:TRIM4	1232	1078	1091	1584	1030	1043	1070	893	826
ENSG00000166250:CLMP	871	877	842	1275	924	873	1431	1381	1396
ENSG00000134873:CLDN10	513	494	497	725	507	450	627	637	712
ENSG00000100575:TIMM9	45	21	37	47	31	41	167	164	163
ENSG00000140199:SLC12A6	2	1	0	2	5	0	3	5	1
ENSG00000119514:GALNT12	0	0	0	0	0	0	0	0	0
ENSG00000135679:MDM2	2217	2117	2097	3183	2329	2257	2119	2033	2129
ENSG00000146383:TAAR6	2357	2682	2438	3470	2493	2695	1616	1483	1555
ENSG00000047579:DTNBP1	259	270	258	424	255	307	10	10	7
ENSG00000110906:KCTD10	2370	2450	2234	3583	2800	2441	4003	3640	3713
ENSG00000160183:TMPRSS3	3211	3189	3156	3756	2906	2925	1401	1382	1474
ENSG00000183034:OTOP2	2512	2371	2409	3073	2251	2174	3877	3712	3646
ENSG00000282815:TEX13C	2077	2417	2214	3297	2327	2444	2575	2522	2679
ENSG00000146834:MEPCE	4398	4669	4544	6728	4884	4867	4241	3728	3916
ENSG00000186074:CD300LF	1390	1518	1443	1946	1443	1469	1366	1348	1279
ENSG00000132849:PATJ	957	1013	859	1300	995	1048	729	645	808
ENSG00000198844:ARHGEF15	1087	1320	1184	1646	1229	1235	893	1120	1105
ENSG00000152620:NADK2	2072	2453	1949	2467	2015	1772	2590	2636	2874
ENSG00000198899:MT-ATP6	0	8	0	0	7	3	2	2	0
ENSG00000101670:LIPG	74	98	68	88	57	60	121	146	179
ENSG00000205352:PRR13	1889	2070	1892	2907	2125	2061	2026	1925	2086
ENSG00000184939:ZFP90	815	973	788	1298	1000	934	540	503	577
ENSG00000138018:SELENOI	7	10	8	6	3	5	2	3	6
ENSG00000108055:SMC3	3014	3016	2983	4565	3113	3267	3482	3370	3419
ENSG00000113648:MACROH2A1	3938	4017	3735	5348	3968	3787	2922	2893	2879
ENSG00000163348:PYGO2	3020	3273	3198	4563	3256	3225	3050	2804	2685
ENSG00000213593:TMX2	1664	1672	1763	2612	1907	1892	2083	1998	2017
ENSG00000189233:NUGGC	533	516	459	762	624	559	167	157	166
ENSG00000078687:TNRC6C	1112	1277	1169	1765	1313	1265	2136	2278	2462
ENSG00000170236:USP50	6651	6544	6946	10154	6896	6720	8323	8226	7257
ENSG00000171735:CAMTA1	19190	19434	18194	28864	19821	20265	14215	12194	12976
ENSG00000007341:ST7L	92	109	104	92	89	93	81	48	91
ENSG00000285528:AC097104.1	5274	5412	5466	8667	6216	6114	5518	5208	5162
ENSG00000162430:SELENON	11	13	8	24	7	10	10	6	0
ENSG00000186652:PRG2	239	200	170	260	197	150	60	65	43
ENSG00000100029:PES1	1289	1261	1242	1907	1327	1243	1424	1218	1135
ENSG00000196700:ZNF512B	411	405	384	673	492	462	110	123	97
ENSG00000125775:SDCBP2	2453	2600	2200	3792	2682	2415	3232	2653	2980
